2026-04-08,16:51:40.354108,START,0,0,
2026-04-08,16:51:45.362696,STOP,2.5,5.000480890274048,
2026-04-08,16:57:35.511673,START,0,0,
2026-04-08,16:57:40.512793,STOP,2.5,5.000347137451172,
